skenario,run_id,langkah,n_susceptible,n_infected,n_patched,n_recovered,rata_vulnerability,rata_user_awareness
User Training Only,11,119,41,0,0,9,0.019,1.0
User Training Only,11,120,41,0,0,9,0.019,1.0
User Training Only,11,121,41,0,0,9,0.019,1.0
User Training Only,11,122,41,0,0,9,0.019,1.0
User Training Only,11,123,41,0,0,9,0.019,1.0
User Training Only,11,124,41,0,0,9,0.019,1.0
User Training Only,11,125,41,0,0,9,0.019,1.0
User Training Only,11,126,41,0,0,9,0.019,1.0
User Training Only,11,127,41,0,0,9,0.019,1.0
User Training Only,11,128,41,0,0,9,0.019,1.0
User Training Only,11,129,41,0,0,9,0.019,1.0
User Training Only,11,130,41,0,0,9,0.019,1.0
User Training Only,11,131,41,0,0,9,0.019,1.0
User Training Only,11,132,41,0,0,9,0.019,1.0
User Training Only,11,133,41,0,0,9,0.019,1.0
User Training Only,11,134,41,0,0,9,0.019,1.0
User Training Only,11,135,41,0,0,9,0.019,1.0
User Training Only,11,136,41,0,0,9,0.019,1.0
User Training Only,11,137,41,0,0,9,0.019,1.0
User Training Only,11,138,41,0,0,9,0.019,1.0
User Training Only,11,139,41,0,0,9,0.019,1.0
User Training Only,11,140,41,0,0,9,0.019,1.0
User Training Only,11,141,41,0,0,9,0.019,1.0
User Training Only,11,142,41,0,0,9,0.019,1.0
User Training Only,11,143,41,0,0,9,0.019,1.0
User Training Only,11,144,41,0,0,9,0.019,1.0
User Training Only,11,145,41,0,0,9,0.019,1.0
User Training Only,11,146,41,0,0,9,0.019,1.0
User Training Only,11,147,41,0,0,9,0.019,1.0
User Training Only,11,148,41,0,0,9,0.019,1.0
User Training Only,11,149,41,0,0,9,0.019,1.0
User Training Only,11,150,41,0,0,9,0.019,1.0
User Training Only,11,151,41,0,0,9,0.019,1.0
User Training Only,11,152,41,0,0,9,0.019,1.0
User Training Only,11,153,41,0,0,9,0.019,1.0
User Training Only,11,154,41,0,0,9,0.019,1.0
User Training Only,11,155,41,0,0,9,0.019,1.0
User Training Only,11,156,41,0,0,9,0.019,1.0
User Training Only,11,157,41,0,0,9,0.019,1.0
User Training Only,11,158,41,0,0,9,0.019,1.0
User Training Only,11,159,41,0,0,9,0.019,1.0
User Training Only,11,160,41,0,0,9,0.019,1.0
User Training Only,11,161,41,0,0,9,0.019,1.0
User Training Only,11,162,41,0,0,9,0.019,1.0
User Training Only,11,163,41,0,0,9,0.019,1.0
User Training Only,11,164,41,0,0,9,0.019,1.0
User Training Only,11,165,41,0,0,9,0.019,1.0
User Training Only,11,166,41,0,0,9,0.019,1.0
User Training Only,11,167,41,0,0,9,0.019,1.0
User Training Only,11,168,41,0,0,9,0.019,1.0
User Training Only,11,169,41,0,0,9,0.019,1.0
User Training Only,11,170,41,0,0,9,0.019,1.0
User Training Only,11,171,41,0,0,9,0.019,1.0
User Training Only,11,172,41,0,0,9,0.019,1.0
User Training Only,11,173,41,0,0,9,0.019,1.0
User Training Only,11,174,41,0,0,9,0.019,1.0
User Training Only,11,175,41,0,0,9,0.019,1.0
User Training Only,11,176,41,0,0,9,0.019,1.0
User Training Only,11,177,41,0,0,9,0.019,1.0
User Training Only,11,178,41,0,0,9,0.019,1.0
User Training Only,11,179,41,0,0,9,0.019,1.0
User Training Only,11,180,41,0,0,9,0.019,1.0
User Training Only,11,181,41,0,0,9,0.019,1.0
User Training Only,11,182,41,0,0,9,0.019,1.0
User Training Only,11,183,41,0,0,9,0.019,1.0
User Training Only,11,184,41,0,0,9,0.019,1.0
User Training Only,11,185,40,1,0,9,0.019,1.0
User Training Only,11,186,40,1,0,9,0.019,1.0
User Training Only,11,187,40,1,0,9,0.019,1.0
User Training Only,11,188,40,1,0,9,0.019,1.0
User Training Only,11,189,40,1,0,9,0.019,1.0
User Training Only,11,190,40,1,0,9,0.019,1.0
User Training Only,11,191,40,0,0,10,0.0186,1.0
User Training Only,11,192,40,0,0,10,0.0188,1.0
User Training Only,11,193,40,0,0,10,0.0189,1.0
User Training Only,11,194,40,0,0,10,0.0189,1.0
User Training Only,11,195,40,0,0,10,0.0189,1.0
User Training Only,11,196,40,0,0,10,0.0189,1.0
User Training Only,11,197,40,0,0,10,0.019,1.0
User Training Only,11,198,40,0,0,10,0.019,1.0
User Training Only,11,199,40,0,0,10,0.019,1.0
User Training Only,11,200,40,0,0,10,0.019,1.0
User Training Only,12,1,45,5,0,0,0.6564,0.2532
User Training Only,12,2,45,5,0,0,0.5513,0.2532
User Training Only,12,3,44,6,0,0,0.4662,0.2532
User Training Only,12,4,42,8,0,0,0.397,0.2532
User Training Only,12,5,42,8,0,0,0.3405,0.2532
User Training Only,12,6,42,8,0,0,0.2943,0.2532
User Training Only,12,7,42,7,0,1,0.2548,0.2532
User Training Only,12,8,42,6,0,2,0.2223,0.2532
User Training Only,12,9,42,6,0,2,0.1971,0.2532
User Training Only,12,10,42,6,0,2,0.1763,0.2532
User Training Only,12,11,41,7,0,2,0.1589,0.2532
User Training Only,12,12,41,5,0,4,0.1343,0.3532
User Training Only,12,13,41,5,0,4,0.1175,0.3532
User Training Only,12,14,41,5,0,4,0.104,0.3532
User Training Only,12,15,41,5,0,4,0.0933,0.3532
User Training Only,12,16,41,5,0,4,0.0847,0.3532
User Training Only,12,17,41,5,0,4,0.0778,0.3532
User Training Only,12,18,41,5,0,4,0.0722,0.3532
User Training Only,12,19,41,5,0,4,0.0677,0.3532
User Training Only,12,20,41,5,0,4,0.0641,0.3532
User Training Only,12,21,41,4,0,5,0.0604,0.3532
User Training Only,12,22,41,3,0,6,0.0537,0.4532
User Training Only,12,23,41,3,0,6,0.0501,0.4532
User Training Only,12,24,41,3,0,6,0.0474,0.4532
User Training Only,12,25,41,3,0,6,0.0453,0.4532
User Training Only,12,26,41,2,0,7,0.043,0.4532
User Training Only,12,27,41,2,0,7,0.042,0.4532
User Training Only,12,28,41,2,0,7,0.0412,0.4532
User Training Only,12,29,41,2,0,7,0.0405,0.4532
User Training Only,12,30,41,1,0,8,0.0393,0.4532
User Training Only,12,31,41,1,0,8,0.0391,0.4532
User Training Only,12,32,41,1,0,8,0.0371,0.5532
User Training Only,12,33,41,1,0,8,0.0356,0.5532
User Training Only,12,34,41,1,0,8,0.0346,0.5532
User Training Only,12,35,41,1,0,8,0.0339,0.5532
User Training Only,12,36,41,1,0,8,0.0334,0.5532
User Training Only,12,37,41,1,0,8,0.0331,0.5532
User Training Only,12,38,41,1,0,8,0.0328,0.5532
User Training Only,12,39,41,1,0,8,0.0326,0.5532
User Training Only,12,40,41,1,0,8,0.0325,0.5532
User Training Only,12,41,41,1,0,8,0.0324,0.5532
User Training Only,12,42,41,1,0,8,0.0308,0.6532
User Training Only,12,43,41,1,0,8,0.0297,0.6532
User Training Only,12,44,41,1,0,8,0.0291,0.6532
User Training Only,12,45,41,1,0,8,0.0286,0.6532
User Training Only,12,46,41,1,0,8,0.0283,0.6532
User Training Only,12,47,41,1,0,8,0.0281,0.6532
User Training Only,12,48,41,1,0,8,0.028,0.6532
User Training Only,12,49,41,1,0,8,0.0279,0.6532
User Training Only,12,50,41,1,0,8,0.0279,0.6532
User Training Only,12,51,41,1,0,8,0.0279,0.6532
User Training Only,12,52,41,1,0,8,0.0265,0.7532
User Training Only,12,53,41,1,0,8,0.0257,0.7532
User Training Only,12,54,41,1,0,8,0.0252,0.7532
User Training Only,12,55,41,1,0,8,0.025,0.7532
User Training Only,12,56,41,1,0,8,0.0248,0.7532
User Training Only,12,57,41,1,0,8,0.0247,0.7532
User Training Only,12,58,41,1,0,8,0.0246,0.7532
User Training Only,12,59,41,1,0,8,0.0246,0.7532
User Training Only,12,60,41,1,0,8,0.0245,0.7532
User Training Only,12,61,41,1,0,8,0.0245,0.7532
User Training Only,12,62,41,1,0,8,0.0234,0.8532
User Training Only,12,63,41,1,0,8,0.0227,0.8532
User Training Only,12,64,41,1,0,8,0.0224,0.8532
User Training Only,12,65,41,1,0,8,0.0222,0.8532
User Training Only,12,66,41,1,0,8,0.0221,0.8532
User Training Only,12,67,40,2,0,8,0.022,0.8532
User Training Only,12,68,40,2,0,8,0.022,0.8532
User Training Only,12,69,40,2,0,8,0.022,0.8532
User Training Only,12,70,40,2,0,8,0.022,0.8532
User Training Only,12,71,40,2,0,8,0.0219,0.8532
User Training Only,12,72,40,2,0,8,0.0211,0.9362
User Training Only,12,73,40,2,0,8,0.0206,0.9362
User Training Only,12,74,40,2,0,8,0.0204,0.9362
User Training Only,12,75,40,2,0,8,0.0203,0.9362
User Training Only,12,76,40,2,0,8,0.0202,0.9362
User Training Only,12,77,40,2,0,8,0.0202,0.9362
User Training Only,12,78,40,2,0,8,0.0202,0.9362
User Training Only,12,79,40,2,0,8,0.0202,0.9362
User Training Only,12,80,40,2,0,8,0.0201,0.9362
User Training Only,12,81,40,2,0,8,0.0201,0.9362
User Training Only,12,82,40,2,0,8,0.0196,0.9869
User Training Only,12,83,40,2,0,8,0.0194,0.9869
User Training Only,12,84,40,2,0,8,0.0193,0.9869
User Training Only,12,85,40,2,0,8,0.0192,0.9869
User Training Only,12,86,40,2,0,8,0.0192,0.9869
User Training Only,12,87,40,1,0,9,0.0188,0.9869
User Training Only,12,88,40,1,0,9,0.019,0.9869
User Training Only,12,89,40,1,0,9,0.0191,0.9869
User Training Only,12,90,40,1,0,9,0.0191,0.9869
User Training Only,12,91,40,1,0,9,0.0191,0.9869
User Training Only,12,92,40,1,0,9,0.019,1.0
User Training Only,12,93,40,1,0,9,0.019,1.0
User Training Only,12,94,40,1,0,9,0.0189,1.0
User Training Only,12,95,40,1,0,9,0.0189,1.0
User Training Only,12,96,40,1,0,9,0.0189,1.0
User Training Only,12,97,40,1,0,9,0.0189,1.0
User Training Only,12,98,40,1,0,9,0.0189,1.0
User Training Only,12,99,40,1,0,9,0.0189,1.0
User Training Only,12,100,40,1,0,9,0.0189,1.0
User Training Only,12,101,40,1,0,9,0.0189,1.0
User Training Only,12,102,40,1,0,9,0.0189,1.0
User Training Only,12,103,40,1,0,9,0.0189,1.0
User Training Only,12,104,40,1,0,9,0.0189,1.0
User Training Only,12,105,40,1,0,9,0.0189,1.0
User Training Only,12,106,40,1,0,9,0.0189,1.0
User Training Only,12,107,40,1,0,9,0.0189,1.0
User Training Only,12,108,40,0,0,10,0.0186,1.0
User Training Only,12,109,40,0,0,10,0.0188,1.0
User Training Only,12,110,40,0,0,10,0.0188,1.0
User Training Only,12,111,40,0,0,10,0.0189,1.0
User Training Only,12,112,40,0,0,10,0.0189,1.0
User Training Only,12,113,40,0,0,10,0.0189,1.0
User Training Only,12,114,40,0,0,10,0.0189,1.0
User Training Only,12,115,40,0,0,10,0.0189,1.0
User Training Only,12,116,40,0,0,10,0.0189,1.0
User Training Only,12,117,40,0,0,10,0.0189,1.0
User Training Only,12,118,40,0,0,10,0.0189,1.0
User Training Only,12,119,40,0,0,10,0.0189,1.0
User Training Only,12,120,40,0,0,10,0.0189,1.0
User Training Only,12,121,40,0,0,10,0.0189,1.0
User Training Only,12,122,40,0,0,10,0.0189,1.0
User Training Only,12,123,40,0,0,10,0.0189,1.0
User Training Only,12,124,40,0,0,10,0.0189,1.0
User Training Only,12,125,40,0,0,10,0.0189,1.0
User Training Only,12,126,40,0,0,10,0.0189,1.0
User Training Only,12,127,40,0,0,10,0.0189,1.0
User Training Only,12,128,40,0,0,10,0.0189,1.0
User Training Only,12,129,40,0,0,10,0.0189,1.0
User Training Only,12,130,40,0,0,10,0.0189,1.0
User Training Only,12,131,40,0,0,10,0.0189,1.0
User Training Only,12,132,40,0,0,10,0.0189,1.0
User Training Only,12,133,40,0,0,10,0.0189,1.0
User Training Only,12,134,40,0,0,10,0.0189,1.0
User Training Only,12,135,40,0,0,10,0.0189,1.0
User Training Only,12,136,40,0,0,10,0.0189,1.0
User Training Only,12,137,40,0,0,10,0.0189,1.0
User Training Only,12,138,40,0,0,10,0.0189,1.0
User Training Only,12,139,40,0,0,10,0.0189,1.0
User Training Only,12,140,40,0,0,10,0.0189,1.0
User Training Only,12,141,40,0,0,10,0.0189,1.0
User Training Only,12,142,40,0,0,10,0.0189,1.0
User Training Only,12,143,40,0,0,10,0.0189,1.0
User Training Only,12,144,40,0,0,10,0.0189,1.0
User Training Only,12,145,40,0,0,10,0.0189,1.0
User Training Only,12,146,40,0,0,10,0.0189,1.0
User Training Only,12,147,40,0,0,10,0.0189,1.0
User Training Only,12,148,40,0,0,10,0.0189,1.0
User Training Only,12,149,40,0,0,10,0.0189,1.0
User Training Only,12,150,40,0,0,10,0.0189,1.0
User Training Only,12,151,40,0,0,10,0.0189,1.0
User Training Only,12,152,40,0,0,10,0.0189,1.0
User Training Only,12,153,40,0,0,10,0.0189,1.0
User Training Only,12,154,40,0,0,10,0.0189,1.0
User Training Only,12,155,40,0,0,10,0.0189,1.0
User Training Only,12,156,40,0,0,10,0.0189,1.0
User Training Only,12,157,40,0,0,10,0.0189,1.0
User Training Only,12,158,40,0,0,10,0.0189,1.0
User Training Only,12,159,40,0,0,10,0.0189,1.0
User Training Only,12,160,40,0,0,10,0.0189,1.0
User Training Only,12,161,40,0,0,10,0.0189,1.0
User Training Only,12,162,40,0,0,10,0.0189,1.0
User Training Only,12,163,40,0,0,10,0.0189,1.0
User Training Only,12,164,39,1,0,10,0.0189,1.0
User Training Only,12,165,39,1,0,10,0.0189,1.0
User Training Only,12,166,39,1,0,10,0.0189,1.0
User Training Only,12,167,39,1,0,10,0.0189,1.0
User Training Only,12,168,39,1,0,10,0.0189,1.0
User Training Only,12,169,39,0,0,11,0.0185,1.0
User Training Only,12,170,39,0,0,11,0.0187,1.0
User Training Only,12,171,39,0,0,11,0.0188,1.0
User Training Only,12,172,39,0,0,11,0.0189,1.0
User Training Only,12,173,39,0,0,11,0.0189,1.0
User Training Only,12,174,39,0,0,11,0.0189,1.0
User Training Only,12,175,39,0,0,11,0.0189,1.0
User Training Only,12,176,39,0,0,11,0.0189,1.0
User Training Only,12,177,39,0,0,11,0.0189,1.0
User Training Only,12,178,39,0,0,11,0.0189,1.0
User Training Only,12,179,39,0,0,11,0.0189,1.0
User Training Only,12,180,39,0,0,11,0.0189,1.0
User Training Only,12,181,39,0,0,11,0.0189,1.0
User Training Only,12,182,39,0,0,11,0.0189,1.0
User Training Only,12,183,39,0,0,11,0.0189,1.0
User Training Only,12,184,39,0,0,11,0.0189,1.0
User Training Only,12,185,39,0,0,11,0.0189,1.0
User Training Only,12,186,39,0,0,11,0.0189,1.0
User Training Only,12,187,39,0,0,11,0.0189,1.0
User Training Only,12,188,39,0,0,11,0.0189,1.0
User Training Only,12,189,39,0,0,11,0.0189,1.0
User Training Only,12,190,39,0,0,11,0.0189,1.0
User Training Only,12,191,39,0,0,11,0.0189,1.0
User Training Only,12,192,39,0,0,11,0.0189,1.0
User Training Only,12,193,39,0,0,11,0.0189,1.0
User Training Only,12,194,39,0,0,11,0.0189,1.0
User Training Only,12,195,39,0,0,11,0.0189,1.0
User Training Only,12,196,39,0,0,11,0.0189,1.0
User Training Only,12,197,39,0,0,11,0.0189,1.0
User Training Only,12,198,39,0,0,11,0.0189,1.0
User Training Only,12,199,39,0,0,11,0.0189,1.0
User Training Only,12,200,39,0,0,11,0.0189,1.0
User Training Only,13,1,45,5,0,0,0.6543,0.2466
User Training Only,13,2,45,5,0,0,0.5486,0.2466
User Training Only,13,3,45,5,0,0,0.4634,0.2466
User Training Only,13,4,45,5,0,0,0.3945,0.2466
User Training Only,13,5,44,5,0,1,0.3369,0.2466
User Training Only,13,6,44,5,0,1,0.2916,0.2466
User Training Only,13,7,44,4,0,2,0.2529,0.2466
User Training Only,13,8,44,4,0,2,0.2227,0.2466
User Training Only,13,9,44,4,0,2,0.1978,0.2466
User Training Only,13,10,44,3,0,3,0.1756,0.2466
User Training Only,13,11,44,3,0,3,0.1589,0.2466
User Training Only,13,12,44,3,0,3,0.1375,0.3466
User Training Only,13,13,43,4,0,3,0.1204,0.3466
User Training Only,13,14,43,4,0,3,0.1068,0.3466
User Training Only,13,15,43,4,0,3,0.0958,0.3466
User Training Only,13,16,43,4,0,3,0.0871,0.3466
User Training Only,13,17,43,4,0,3,0.08,0.3466
User Training Only,13,18,43,4,0,3,0.0743,0.3466
User Training Only,13,19,43,4,0,3,0.0696,0.3466
User Training Only,13,20,43,4,0,3,0.0658,0.3466
User Training Only,13,21,43,4,0,3,0.0627,0.3466
User Training Only,13,22,43,4,0,3,0.0572,0.4466
User Training Only,13,23,43,4,0,3,0.053,0.4466
User Training Only,13,24,43,4,0,3,0.0498,0.4466
User Training Only,13,25,43,3,0,4,0.0462,0.4466
User Training Only,13,26,43,3,0,4,0.0445,0.4466
User Training Only,13,27,43,3,0,4,0.0432,0.4466
User Training Only,13,28,43,3,0,4,0.0422,0.4466
User Training Only,13,29,43,2,0,5,0.0408,0.4466
User Training Only,13,30,43,2,0,5,0.0404,0.4466
User Training Only,13,31,43,2,0,5,0.0401,0.4466
User Training Only,13,32,43,2,0,5,0.0379,0.5466
User Training Only,13,33,43,2,0,5,0.0363,0.5466
User Training Only,13,34,43,1,0,6,0.0345,0.5466
User Training Only,13,35,43,1,0,6,0.0339,0.5466
User Training Only,13,36,43,1,0,6,0.0335,0.5466
User Training Only,13,37,43,1,0,6,0.0331,0.5466
User Training Only,13,38,43,1,0,6,0.0329,0.5466
User Training Only,13,39,43,1,0,6,0.0327,0.5466
User Training Only,13,40,43,1,0,6,0.0326,0.5466
User Training Only,13,41,43,1,0,6,0.0325,0.5466
User Training Only,13,42,43,1,0,6,0.0309,0.6466
User Training Only,13,43,43,1,0,6,0.0299,0.6466
User Training Only,13,44,43,1,0,6,0.0292,0.6466
User Training Only,13,45,43,1,0,6,0.0288,0.6466
User Training Only,13,46,43,1,0,6,0.0285,0.6466
User Training Only,13,47,43,1,0,6,0.0283,0.6466
User Training Only,13,48,43,1,0,6,0.0282,0.6466
User Training Only,13,49,43,1,0,6,0.0281,0.6466
User Training Only,13,50,43,0,0,7,0.0275,0.6466
User Training Only,13,51,43,0,0,7,0.0276,0.6466
User Training Only,13,52,43,0,0,7,0.0264,0.7466
User Training Only,13,53,43,0,0,7,0.0257,0.7466
User Training Only,13,54,43,0,0,7,0.0253,0.7466
User Training Only,13,55,43,0,0,7,0.025,0.7466
User Training Only,13,56,43,0,0,7,0.0249,0.7466
User Training Only,13,57,43,0,0,7,0.0248,0.7466
User Training Only,13,58,43,0,0,7,0.0247,0.7466
User Training Only,13,59,43,0,0,7,0.0247,0.7466
User Training Only,13,60,43,0,0,7,0.0246,0.7466
User Training Only,13,61,43,0,0,7,0.0246,0.7466
User Training Only,13,62,43,0,0,7,0.0235,0.8466
User Training Only,13,63,43,0,0,7,0.0228,0.8466
User Training Only,13,64,43,0,0,7,0.0225,0.8466
User Training Only,13,65,43,0,0,7,0.0223,0.8466
User Training Only,13,66,43,0,0,7,0.0222,0.8466
User Training Only,13,67,43,0,0,7,0.0221,0.8466
User Training Only,13,68,43,0,0,7,0.0221,0.8466
User Training Only,13,69,43,0,0,7,0.022,0.8466
User Training Only,13,70,43,0,0,7,0.022,0.8466
User Training Only,13,71,43,0,0,7,0.022,0.8466
User Training Only,13,72,43,0,0,7,0.0211,0.9296
User Training Only,13,73,43,0,0,7,0.0207,0.9296
User Training Only,13,74,43,0,0,7,0.0204,0.9296
User Training Only,13,75,43,0,0,7,0.0203,0.9296
User Training Only,13,76,43,0,0,7,0.0203,0.9296
User Training Only,13,77,43,0,0,7,0.0202,0.9296
User Training Only,13,78,43,0,0,7,0.0202,0.9296
User Training Only,13,79,43,0,0,7,0.0202,0.9296
User Training Only,13,80,43,0,0,7,0.0202,0.9296
User Training Only,13,81,43,0,0,7,0.0202,0.9296
User Training Only,13,82,43,0,0,7,0.0197,0.9827
User Training Only,13,83,43,0,0,7,0.0194,0.9827
User Training Only,13,84,43,0,0,7,0.0193,0.9827
User Training Only,13,85,43,0,0,7,0.0192,0.9827
User Training Only,13,86,43,0,0,7,0.0192,0.9827
User Training Only,13,87,43,0,0,7,0.0192,0.9827
User Training Only,13,88,43,0,0,7,0.0192,0.9827
User Training Only,13,89,43,0,0,7,0.0192,0.9827
User Training Only,13,90,43,0,0,7,0.0192,0.9827
User Training Only,13,91,43,0,0,7,0.0192,0.9827
User Training Only,13,92,43,0,0,7,0.019,1.0
User Training Only,13,93,43,0,0,7,0.0189,1.0
User Training Only,13,94,43,0,0,7,0.0189,1.0
User Training Only,13,95,43,0,0,7,0.0189,1.0
User Training Only,13,96,43,0,0,7,0.0189,1.0
User Training Only,13,97,43,0,0,7,0.0189,1.0
User Training Only,13,98,43,0,0,7,0.0189,1.0
User Training Only,13,99,43,0,0,7,0.0189,1.0
User Training Only,13,100,43,0,0,7,0.0189,1.0
User Training Only,13,101,43,0,0,7,0.0189,1.0
User Training Only,13,102,43,0,0,7,0.0189,1.0
User Training Only,13,103,43,0,0,7,0.0189,1.0
User Training Only,13,104,43,0,0,7,0.0189,1.0
User Training Only,13,105,43,0,0,7,0.0189,1.0
User Training Only,13,106,43,0,0,7,0.0189,1.0
User Training Only,13,107,43,0,0,7,0.0189,1.0
User Training Only,13,108,43,0,0,7,0.0189,1.0
User Training Only,13,109,43,0,0,7,0.0189,1.0
User Training Only,13,110,43,0,0,7,0.0189,1.0
User Training Only,13,111,43,0,0,7,0.0189,1.0
User Training Only,13,112,43,0,0,7,0.0189,1.0
User Training Only,13,113,43,0,0,7,0.0189,1.0
User Training Only,13,114,43,0,0,7,0.0189,1.0
User Training Only,13,115,43,0,0,7,0.0189,1.0
User Training Only,13,116,43,0,0,7,0.0189,1.0
User Training Only,13,117,43,0,0,7,0.0189,1.0
User Training Only,13,118,43,0,0,7,0.0189,1.0
User Training Only,13,119,43,0,0,7,0.0189,1.0
User Training Only,13,120,43,0,0,7,0.0189,1.0
User Training Only,13,121,43,0,0,7,0.0189,1.0
User Training Only,13,122,43,0,0,7,0.0189,1.0
User Training Only,13,123,43,0,0,7,0.0189,1.0
User Training Only,13,124,43,0,0,7,0.0189,1.0
User Training Only,13,125,43,0,0,7,0.0189,1.0
User Training Only,13,126,43,0,0,7,0.0189,1.0
User Training Only,13,127,43,0,0,7,0.0189,1.0
User Training Only,13,128,43,0,0,7,0.0189,1.0
User Training Only,13,129,43,0,0,7,0.0189,1.0
User Training Only,13,130,43,0,0,7,0.0189,1.0
User Training Only,13,131,43,0,0,7,0.0189,1.0
User Training Only,13,132,43,0,0,7,0.0189,1.0
User Training Only,13,133,43,0,0,7,0.0189,1.0
User Training Only,13,134,43,0,0,7,0.0189,1.0
User Training Only,13,135,43,0,0,7,0.0189,1.0
User Training Only,13,136,43,0,0,7,0.0189,1.0
User Training Only,13,137,43,0,0,7,0.0189,1.0
User Training Only,13,138,43,0,0,7,0.0189,1.0
User Training Only,13,139,43,0,0,7,0.0189,1.0
User Training Only,13,140,43,0,0,7,0.0189,1.0
User Training Only,13,141,43,0,0,7,0.0189,1.0
User Training Only,13,142,43,0,0,7,0.0189,1.0
User Training Only,13,143,43,0,0,7,0.0189,1.0
User Training Only,13,144,43,0,0,7,0.0189,1.0
User Training Only,13,145,43,0,0,7,0.0189,1.0
User Training Only,13,146,43,0,0,7,0.0189,1.0
User Training Only,13,147,43,0,0,7,0.0189,1.0
User Training Only,13,148,43,0,0,7,0.0189,1.0
User Training Only,13,149,43,0,0,7,0.0189,1.0
User Training Only,13,150,43,0,0,7,0.0189,1.0
User Training Only,13,151,43,0,0,7,0.0189,1.0
User Training Only,13,152,43,0,0,7,0.0189,1.0
User Training Only,13,153,43,0,0,7,0.0189,1.0
User Training Only,13,154,43,0,0,7,0.0189,1.0
User Training Only,13,155,43,0,0,7,0.0189,1.0
User Training Only,13,156,43,0,0,7,0.0189,1.0
User Training Only,13,157,43,0,0,7,0.0189,1.0
User Training Only,13,158,43,0,0,7,0.0189,1.0
User Training Only,13,159,43,0,0,7,0.0189,1.0
User Training Only,13,160,43,0,0,7,0.0189,1.0
User Training Only,13,161,43,0,0,7,0.0189,1.0
User Training Only,13,162,43,0,0,7,0.0189,1.0
User Training Only,13,163,43,0,0,7,0.0189,1.0
User Training Only,13,164,43,0,0,7,0.0189,1.0
User Training Only,13,165,43,0,0,7,0.0189,1.0
User Training Only,13,166,43,0,0,7,0.0189,1.0
User Training Only,13,167,43,0,0,7,0.0189,1.0
User Training Only,13,168,43,0,0,7,0.0189,1.0
User Training Only,13,169,43,0,0,7,0.0189,1.0
User Training Only,13,170,43,0,0,7,0.0189,1.0
User Training Only,13,171,43,0,0,7,0.0189,1.0
User Training Only,13,172,43,0,0,7,0.0189,1.0
User Training Only,13,173,43,0,0,7,0.0189,1.0
User Training Only,13,174,43,0,0,7,0.0189,1.0
User Training Only,13,175,43,0,0,7,0.0189,1.0
User Training Only,13,176,43,0,0,7,0.0189,1.0
User Training Only,13,177,43,0,0,7,0.0189,1.0
User Training Only,13,178,42,1,0,7,0.0189,1.0
User Training Only,13,179,42,1,0,7,0.0189,1.0
User Training Only,13,180,42,1,0,7,0.0189,1.0
User Training Only,13,181,42,0,0,8,0.0185,1.0
User Training Only,13,182,42,0,0,8,0.0187,1.0
User Training Only,13,183,42,0,0,8,0.0188,1.0
User Training Only,13,184,42,0,0,8,0.0188,1.0
User Training Only,13,185,42,0,0,8,0.0188,1.0
User Training Only,13,186,42,0,0,8,0.0188,1.0
User Training Only,13,187,42,0,0,8,0.0188,1.0
User Training Only,13,188,42,0,0,8,0.0189,1.0
User Training Only,13,189,42,0,0,8,0.0189,1.0
User Training Only,13,190,42,0,0,8,0.0189,1.0
User Training Only,13,191,42,0,0,8,0.0189,1.0
User Training Only,13,192,42,0,0,8,0.0189,1.0
User Training Only,13,193,42,0,0,8,0.0189,1.0
User Training Only,13,194,42,0,0,8,0.0189,1.0
User Training Only,13,195,42,0,0,8,0.0189,1.0
User Training Only,13,196,42,0,0,8,0.0189,1.0
User Training Only,13,197,42,0,0,8,0.0189,1.0
User Training Only,13,198,42,0,0,8,0.0189,1.0
User Training Only,13,199,42,0,0,8,0.0189,1.0
User Training Only,13,200,42,0,0,8,0.0189,1.0
User Training Only,14,1,45,5,0,0,0.644,0.2474
User Training Only,14,2,44,6,0,0,0.54,0.2474
User Training Only,14,3,44,6,0,0,0.4556,0.2474
User Training Only,14,4,43,7,0,0,0.3869,0.2474
User Training Only,14,5,43,7,0,0,0.3309,0.2474
User Training Only,14,6,43,7,0,0,0.285,0.2474
User Training Only,14,7,43,7,0,0,0.2474,0.2474
User Training Only,14,8,43,7,0,0,0.2165,0.2474
User Training Only,14,9,43,7,0,0,0.191,0.2474
User Training Only,14,10,43,7,0,0,0.1699,0.2474
User Training Only,14,11,43,6,0,1,0.1509,0.2474
User Training Only,14,12,43,6,0,1,0.1295,0.3474
User Training Only,14,13,43,6,0,1,0.1127,0.3474
User Training Only,14,14,41,8,0,1,0.0994,0.3474
User Training Only,14,15,40,8,0,2,0.0875,0.3474
User Training Only,14,16,40,8,0,2,0.0795,0.3474
User Training Only,14,17,40,8,0,2,0.0731,0.3474
User Training Only,14,18,40,7,0,3,0.0669,0.3474
User Training Only,14,19,39,8,0,3,0.063,0.3474
User Training Only,14,20,39,7,0,4,0.0583,0.3474
User Training Only,14,21,39,6,0,5,0.0552,0.3474
User Training Only,14,22,39,6,0,5,0.051,0.4474
User Training Only,14,23,39,6,0,5,0.0478,0.4474
User Training Only,14,24,39,5,0,6,0.0446,0.4474
User Training Only,14,25,39,5,0,6,0.043,0.4474
User Training Only,14,26,39,4,0,7,0.0403,0.4474
User Training Only,14,27,38,4,0,8,0.0388,0.4474
User Training Only,14,28,38,4,0,8,0.0385,0.4474
User Training Only,14,29,38,3,0,9,0.0373,0.4474
User Training Only,14,30,38,3,0,9,0.0374,0.4474
